timestamp,total_engagement,combined_text,combined_text_cleaned,combined_text_anger,combined_text_fear,combined_text_joy,combined_text_sadness,combined_text_disgust,combined_text_surprise,combined_text_dominant_emotion
2024-05-24 00:03:33-04:00,4809,"Will Tesla stock really reach 2,000 per share? tesla teslastock investing tsla fyp greenscreen   Are you seriously selling Tesla's stock at $180 per share when Kathy would and Elon Musk are saying it's going to be $2,000 in five years? That's about 12x from today's price. So $100 today, $1200 in five years or less. $1,000 today, $12,000. $100,000 today, $1.2 million in five years or potentially less. Elon Musk says possible but very difficult. But listen, this is what she said about how they'll reach there. Interest rates are going to come down which will boost the car market a lot and their Tesla is going to sell. They plan to sell 20 million cars per year in 2030. So it car sales. The sustainability, the energy business, the energy business is growing and Tesla today said that in 2024 they expected to grow by 75% compared to 2023. And this is just starting. They only did like $6 billion last year. They're going to do over $100 billion pretty soon. So that's growing massively. FSD is doing amazing. RoboTaxi, August 8th, we'll see what that means. It's going to potentially be the largest asset increase ever in history, according to Elon Musk. So they have a lot going on to reach $2,000 in five years or potentially less. I'm basically thinking it's going to be in less than five years. So what do you guys think about this? Let me know your thoughts in the comments and follow for more.",tesla stock realli reach 2000 per share tesla teslastock invest tsla fyp greenscreen serious sell tesla stock 180 per share kathi would elon musk say go 2000 five year that 12x today price 100 today 1200 five year less 1000 today 12000 100000 today 12 million five year potenti less elon musk say possibl difficult listen said theyll reach interest rate go come boost car market lot tesla go sell plan sell 20 million car per year 2030 car sale sustain energi busi energi busi grow tesla today said 2024 expect grow 75 compar 2023 start like 6 billion last year theyr go 100 billion pretti soon that grow massiv fsd amaz robotaxi august 8th well see mean go potenti largest asset increas ever histori accord elon musk lot go reach 2000 five year potenti less im basic think go less five year guy think let know thought comment follow,0.2645879685878753,0.0357249602675437,0.6402926445007324,0.0459491237998008,0.0,0.0058793434873223,joy
2024-10-10 15:21:19-04:00,132," Tesla S 75D 2017    ,44 ukraine tesla  This is TV too!",tesla 75d 2017 44 ukrain tesla tv,0.1591314375400543,0.078953817486763,0.6764626502990723,0.0495945811271667,0.0,0.0273616798222064,joy
2025-04-08 17:05:48-04:00,2304,She take a pic like .. trend viralvideo tesla pic fyp  Woulds take a dick audioSihDmuffledRedDurnunk UPX 680 Chocolate 292,take pic like trend viralvideo tesla pic fyp would take dick audiosihdmuffledreddurnunk upx 680 chocol 292,0.005175822880119,0.0008982192375697,0.9789308309555054,0.0031019223388284,0.0,0.0012353943893685,joy
2025-03-17 18:40:36-04:00,2838,tesla modely   Complete.,tesla mode complet,0.2681801617145538,0.1356007605791092,0.5528157353401184,0.0183246005326509,0.0,0.0185170248150825,joy
2025-04-23 20:18:37-04:00,98837,I love the FSD feature so much! tesla teslamodel3 teslafsd teslatok    23 initiated the,love fsd featur much tesla teslamodel3 teslafsd teslatok 23 initi,0.0053059328347444,0.0057547320611774,0.7223137021064758,0.0033540939912199,0.0,0.0040207905694842,joy
2025-04-10 17:48:09-04:00,215844,tesla model3  Fermi,tesla model3 fermi,0.1061145365238189,0.60212242603302,0.1850849390029907,0.0240526441484689,0.0,0.0771059021353721,fear
2024-07-25 15:47:50-04:00,47984,Soi chi tit Tesla !  vutruxe tesla   Music,soi chi tit tesla vutrux tesla music,0.0963692888617515,0.4810311496257782,0.3226924538612366,0.0156529266387224,0.0,0.0725374892354011,fear
2023-08-12 22:08:20-04:00,24,"Se qued sin agua el sanatorio , se solucion el problema elctrico y qued funcionando !  Estamos viendo en un viejo sanatorio, tenemos un kilómbito, no arranca las bombas en automáticos, ninguna de las dos. Nos encontramos, que nada nos cortaron el cable, es el cable que sube las automáticos, y acá para arriba el cable está bien, sale, me dimos continuidad, y nos sacaron todo el tramo, todo el tramo muy fácil, en un calipuera gas seguramente, y se empalgaba a esto de acá, que ya liberamos, es una parte vieja del sanatorio, se quedó sin agua, porque los de hora vinieron y están cortando cable al oploco, entonces ahora estamos solucionando el tema de agua, porque hay sectores que todavía se detrabajan. Bueno, ahí conectamos el cable, tiramos todo un chico de nuevo, promisorio, porque esto en breve se derrumba, pero mi trastante no puede estar el edificio sin agua, porque hay parte del sanatorio, la parte vieja que sigo perando, ahora tenemos que ir al mar arriba, y después tenemos que volver a indicar que estos calientes no nos cortan. Acá lo que tenemos es una selectora, porque contamos con dos flotantes, uno que está ahí, y el otro que está ahí, entonces cuando fallan no hay los flotantes, podemos posicionar para un lado, para el otro, y no tener que estar cambiando un flotante en caso de emergencia, las tres, cuatro de la mañana, a oscuras, así puede el sanatorio seguir teniendo agua, y no hay vamos a conectar acá, encentar, vamos a encentar allá, y después probaremos y arranca la bomba. Bueno, ahí la bomba arrancó, se ha en automático, ya solucionamos el problema, se ha ganado, no se ve bien el tipo de agua entrando en el caliente, pero se ve bien escuchando, así que bueno ya queda, un problema menos, la parte vieja del sanatorio va a tener agua, y no van a tener que estar poniendo la bomba todo el tiempo en manual. Bueno, como diría, me viejo un kilómo menos. Un espetáculo.",se qu sin agua el sanatorio se solucion el problema elctrico qu funcionando estamo viendo en un viejo sanatorio tenemo un kilómbito arranca la bomba en automático ninguna de la do no encontramo que nada no cortaron el cabl es el cabl que sube la automático acá para arriba el cabl está bien sale dimo continuidad no sacaron todo el tramo todo el tramo muy fácil en un calipuera ga segurament se empalgaba esto de acá que ya liberamo es una part vieja del sanatorio se quedó sin agua porqu lo de hora vinieron están cortando cabl al oploco entonc ahora estamo solucionando el tema de agua porqu hay sector que todavía se detrabajan bueno ahí conectamo el cabl tiramo todo un chico de nuevo promisorio porqu esto en breve se derrumba pero mi trastant pued estar el edificio sin agua porqu hay part del sanatorio la part vieja que sigo perando ahora tenemo que ir al mar arriba despué tenemo que volver indicar que esto calient no cortan acá lo que tenemo es una selectora porqu contamo con do flotant uno que está ahí el otro que está ahí entonc cuando fallan hay lo flotant podemo posicionar para un lado para el otro tener que estar cambiando un flotant en caso de emergencia la tre cuatro de la mañana oscura así pued el sanatorio seguir teniendo agua hay vamo conectar acá encentar vamo encentar allá despué probaremo arranca la bomba bueno ahí la bomba arrancó se ha en automático ya solucionamo el problema se ha ganado se bien el tipo de agua entrando en el calient pero se bien escuchando así que bueno ya queda un problema meno la part vieja del sanatorio va tener agua van tener que estar poniendo la bomba todo el tiempo en manual bueno como diría viejo un kilómo meno un espetáculo,0.0,0.0,0.0,0.0,0.0,0.0,
2024-10-09 05:47:13-04:00,137888,"My fav thing rn  tesla teslamodely rain hurricane   We're having incredibly long talked surgery from where time to time. So we got in跑, and we got that I was so proud of how we got along so well. Rude",fav thing rn tesla teslamod rain hurrican incred long talk surgeri time time got in跑 got proud got along well rude,0.1379057615995407,0.0007692710496485,0.8499429225921631,0.0041569308377802,0.0,0.0018908012425526,joy
2024-12-01 11:31:37-05:00,95,tesla garbage   forno maserati tesla,tesla garbag forno maserati tesla,0.2958402633666992,0.5742775201797485,0.0626243576407432,0.0234762467443943,0.0,0.0353328622877597,fear
2024-09-28 08:52:43-04:00,2676,"Good daily fyp 1slow15 tesla model3 lowered cars carsoftiktok   She wanna be wherever I'm at, telling me drop locations Spin the swip like I'm in a race, I got two seat ones waiting You wonder why you ain't got no bread, you do too much complaining Tbh, to be honest, me I just found it draining Back in your highlights once again, you know I'll find you",good daili fyp 1slow15 tesla model3 lower car carsoftiktok wanna wherev im tell drop locat spin swip like im race got two seat one wait wonder aint got bread much complain tbh honest found drain back highlight know ill find,0.0312993079423904,0.0010375804267823,0.943728804588318,0.0130871776491403,0.0,0.0019280479755252,joy
2024-04-22 03:53:35-04:00,55438," TESLA   Elon Musk  tesla teslamodely teslaonfire   Tesla got into a fire for 30 plus minutes from house electric malfunction. But wait for it. Oh my god, it stills working.",tesla elon musk tesla teslamod teslaonfir tesla got fire 30 plu minut hous electr malfunct wait oh god still work,0.9230514764785768,0.0199233032763004,0.0214257091283798,0.0323329605162143,0.0,0.0014345770468935,anger
2024-10-18 17:07:16-04:00,1091000,"The Tesla RoboVan prototype has hit UK roads   whatsnext elonmusk tesla robovan teslarobot robotax cgi vfx london Tesla Tok cybertruck   1,500 m cd",tesla robovan prototyp hit uk road whatsnext elonmusk tesla robovan teslarobot robotax cgi vfx london tesla tok cybertruck 1500 cd,0.5841826796531677,0.1845528185367584,0.1747993379831314,0.0197534784674644,0.0,0.0313023701310157,anger
2023-05-10 17:40:15-04:00,9932,TESLA 1000hp tesla arrancada eletric   Oratob eligibility OB這chte flavored R Fine R 1,tesla 1000hp tesla arrancada eletr oratob elig ob這cht flavor r fine r 1,0.0045853080227971,0.0016759224236011,0.9667598605155944,0.0037625010591,0.0,0.0018892411608248,joy
2024-04-17 19:39:57-04:00,8057,Have you guys ever heard a tesla?foryou fyp foryoupage tesla model3performance cybertruck elonmusk   I heard something that I spoke Is... A24,guy ever heard teslafory fyp foryoupag tesla model3perform cybertruck elonmusk heard someth spoke a24,0.6773524284362793,0.2167087197303772,0.0573189295828342,0.0058438614942133,0.0,0.0385661944746971,anger
2024-06-02 18:01:02-04:00,2959,"slivendrag slivendragracing dragracing dragracingsliven drag dragracingbulgaria   E观țins, pentru ca a incepatНă atantoată.",slivendrag slivendragrac dragrac dragracingsliven drag dragracingbulgaria e观țin pentru ca incepatнă atantoată,0.696129560470581,0.0493148379027843,0.1252398341894149,0.1188826709985733,0.0,0.0027999465819448,anger
2025-03-27 22:51:42-04:00,146,"La Tesla Model Y non  solo elettrica  anche veloce. Da 0 a 100 kmh in 4,6 secondi e un prezzo che parte da 48.990 euro. Spazio, tecnologia, prestazioni da sportiva e consumi azzerati. Vale davvero il suo prezzo? Scrivilo nei commenti. Vuoi altri contenuti su performance, prezzi e curiosit del mondo auto? Segui CarGenius.it per non perderti nulla. TeslaModelY PerformanceEV AutoElettriche 0to100 TeslaItalia CarLovers ElectricCars DreamGarage TeslaLife cargenius   Ma tu non sai quan me Linux meti!",la tesla model non solo elettrica anch veloc da 0 100 kmh 46 secondi e un prezzo che part da 48990 euro spazio tecnologia prestazioni da sportiva e consumi azzerati vale davvero il suo prezzo scrivilo nei commenti vuoi altri contenuti su perform prezzi e curiosit del mondo auto segui cargeniusit per non perderti nulla teslamod performanceev autoelettrich 0to100 teslaitalia carlov electriccar dreamgarag teslalif cargeniu tu non sai quan linux meti,0.0543820820748806,0.006567514501512,0.8962072134017944,0.031154153868556,0.0,0.0060682352632284,joy
2024-12-30 21:02:06-05:00,57,oopsie   So this is Bree's Christmas gift to herself. I already hit the curvil I was parking.,oopsi bree christma gift alreadi hit curvil park,0.6655794382095337,0.0069822343066334,0.2632197439670563,0.0129797216504812,0.0,0.0075293723493814,anger
2025-02-16 00:31:05-05:00,23056,"Tesla Model 3 PERFORMANCE  Did you expect this? Anyhow, I think I was... I viscosity make 100%- I already told you to say that I manifold An из compressed gas cylinder Thoughting around was though",tesla model 3 perform expect anyhow think viscos make 100 alreadi told say manifold из compress ga cylind thought around though,0.7022668719291687,0.1065979227423667,0.1133917570114135,0.0156046021729707,0.0,0.0512581393122673,anger
2025-04-16 14:00:32-04:00,15353,"Pengen kemana tapi mager  fyp fyp foryou foryoupage viral trending tiktokindonesia tiktokviral logotesla bahanmu  I'm growing in my NSX Thinking I'ma get some Ho, chee Man I read them many more She was in the escort I'm kinda thinking about context what",pengen kemana tapi mager fyp fyp foryou foryoupag viral trend tiktokindonesia tiktokvir logotesla bahanmu im grow nsx think ima get ho chee man read mani escort im kinda think context,0.0041018258780241,0.0015749464510008,0.982669711112976,0.0082199145108461,0.0,0.0008212755201384,joy
2024-12-20 22:14:40-05:00,133,teslatrash teslatrash edit   When Where have you been,teslatrash teslatrash edit,0.4808801412582397,0.4125570058822632,0.0167068243026733,0.0458732545375824,0.0,0.0183900780975818,anger
